year,category,question,answer,analysis,index,score,question_en,analysis_en,score_question,score_analysis
2013,（新课标ⅱ）,"4. (5 分) 已知 $m, n$ 为异面直线, $m \perp$ 平面 $\alpha, n \perp$ 平面 $\beta$. 直线 $\mid$ 满足 $\mid \perp m$, $\mathrm{I} \perp \mathrm{n},|\not \subset \alpha,| \not \subset \beta$, 则 $(\quad)$
A. $\alpha / / \beta$ 且 $\mid / / \alpha$
B. $\alpha \perp \beta$ 且 $l \perp \beta$
C. $\alpha$ 与 $\beta$ 相交, 且交线垂直于।
D. $\alpha$ 与 $\beta$ 相交, 且 交线平行于।
",['D'],"解: 由 $m \perp$ 平面 $\alpha$, 直线 $\mid$ 满足 $\mid \perp m$, 且 $\mid \subset \alpha$, 所以 $\mid / / \alpha$,

又 $n \perp$ 平面 $\beta, 1 \perp n, \mid \not \subset \beta$, 所以 $I / / \beta$.

由直线 $m, n$ 为异面直线, 且 $m \perp$ 平面 $\alpha, n \perp$ 平面 $\beta$, 则 $\alpha$ 与 $\beta$ 相交, 否则,

若 $\alpha / / \beta$ 则推出 $m / / n$,

与 $m, n$ 异面矛盾.

故 $\alpha$ 与 $\beta$ 相交, 且交线平行于 1 .

故选: D.
",34,5,"4. (5 points) Given$m, n$It is a straight line in the opposite direction,$m \perp$flat$\alpha, n \perp$flat$\beta$. Straight line$\mid$satisfy$\mid \perp m$,$\mathrm{I} \perp \mathrm{n},|\not \subset \alpha,| \not \subset \beta$, then $(\quad)$A.$\alpha / / \beta$and$\mid / / \alpha$B.$\alpha \perp \beta$and$l \perp \beta$C.$\alpha$and$\beta$Intersect, and the intersection line is perpendicular to ।
D.$\alpha$and$\beta$Intersect, and the intersection line is parallel to ।","Solution: By$m \perp$flat$\alpha$, straight line$\mid$satisfy$\mid \perp m$, and$\mid \subset \alpha$, so$\mid / / \alpha$,

again$n \perp$flat$\beta, 1 \perp n, \mid \not \subset \beta$, so$I / / \beta$.

By straight lines$m, n$It is a straight line in the opposite direction, and$m \perp$flat$\alpha, n \perp$flat$\beta$, then $\alpha$and$\beta$Intersect, otherwise,

like$\alpha / / \beta$Then launch$m / / n$,

and$m, n$Different contradictions.

So$\alpha$and$\beta$Intersect, and the intersection line is parallel to 1.

So, the correct answer is: D.",141.67,148.66
2013,（新课标ⅱ）,"5. (5 分) 已知 $(1+\mathrm{ax})(1+\mathrm{x}){ }^{5}$ 的展开式中 $\mathrm{x}^{2}$ 的系数为 5 , 则 $a=(\quad)$
A. -4
B. -3
C. -2
D. -1
",['D'],"解: 已知 $(1+a x)(1+x)^{5}=(1+a x)\left(1+C_{5}^{1} x+C_{5}^{2} x^{2}+C_{5}^{3} x^{3}+C_{5}^{4} x^{4}+C_{5}^{5} x^{5}\right)$ 展开式中 $x^{2}$ 的系数为 $C_{5}^{2+} a \cdot C_{5}^{1}=5$, 解得 $a=-1$,

故选: D.
",35,5,"5. (5 points) Given$(1+\mathrm{ax})(1+\mathrm{x}){ }^{5}$where the expansion$\mathrm{x}^{2}$The coefficient of$a=(\quad)$A. -4
B. -3
C. -2
D. -1","Solution: Given$(1+a x)(1+x)^{5}=(1+a x)\left(1+C_{5}^{1} x+C_{5}^{2} x^{2}+C_{5}^{3} x^{3}+C_{5}^{4} x^{4}+C_{5}^{5} x^{5}\right)$In expansion$x^{2}$The coefficient of$C_{5}^{2+} a \cdot C_{5}^{1}=5$, solve it$a=-1$,

So, the correct answer is: D.",119.01,127.84
2013,（新课标ⅱ）,"8. （5 分） 设 $a=\log _{3} 6, b=\log _{5} 10, c=\log _{7} 14$, 则（ ）
A. $c>b>a$
B. $b>c>a$
C. $a>c>b$
D. $a>b>c$
",['D'],"解: 因为 $a=\log _{3} 6=1+\log _{3} 2, b=\log _{5} 10=1+\log _{5} 2, c=\log _{7} 14=1+\log _{7} 2$, 因为 $y=\log _{2} x$ 是增函数, 所以 $\log _{2} 7>\log _{2} 5>\log _{2} 3$,

$\because \log _{2} 7=\frac{1}{\log _{7} 2}, \log _{2} 5=\frac{1}{\log _{5} 2}, \log _{2} 3=\frac{1}{\log _{3} 2}$

所以 $\log _{3} 2>\log _{5} 2>\log _{7} 2$,

所以 $a>b>c$,

故选: D.
",36,5,"8. (5 points) Set$a=\log _{3} 6, b=\log _{5} 10, c=\log _{7} 14$, but( )
A.$c>b>a$B.$b>c>a$C.$a>c>b$D.$a>b>c$","Solution: Because$a=\log _{3} 6=1+\log _{3} 2, b=\log _{5} 10=1+\log _{5} 2, c=\log _{7} 14=1+\log _{7} 2$, because$y=\log _{2} x$It's an increment function, so$\log _{2} 7>\log _{2} 5>\log _{2} 3$,$\because \log _{2} 7=\frac{1}{\log _{7} 2}, \log _{2} 5=\frac{1}{\log _{5} 2}, \log _{2} 3=\frac{1}{\log _{3} 2}$so$\log _{3} 2>\log _{5} 2>\log _{7} 2$,

so$a>b>c$,

So, the correct answer is: D.",100.0,114.83
2014,（新课标ⅰ）,"1. （5 分）已知集合 $A=\left\{x \mid x^{2}-2 x-3 \geqslant 0\right\}, B=\{x \mid-2 \leqslant x<2\}$, 则 $A \cap B=(\quad)$
A. $[1,2)$
B. $[-1,1]$
C. $[-1,2)$
D. $[-2,-1]$
",['D'],"解: 由 $\mathrm{A}$ 中不等式变形得: $(x-3)(x+1) \geqslant 0$,

解得: $x \geqslant 3$ 或 $x \leqslant-1$, 即 $A=(-\infty,-1] \cup[3,+\infty)$,

$\because B=[-2,2)$,

$\therefore A \cap B=[-2,-1]$.

故选：D.
",37,5,"1. (5 points) Given the set $A=\left\{x \mid x^{2}-2 x-3 \geqslant 0\right\}, B=\{x \mid-2 \leqslant x<2\}$, then $A \cap B=(\quad)$A.$[1,2)$B.$[-1,1]$C.$[-1,2)$D.$[-2,-1]$","Solution: By$\mathrm{A}$The inequality deformation is:$(x-3)(x+1) \geqslant 0$,

Solution:$x \geqslant 3$or$x \leqslant-1$, So $A=(-\infty,-1] \cup[3,+\infty)$,$\because B=[-2,2)$,$\therefore A \cap B=[-2,-1]$.

So, the correct answer is: D.",105.52,126.84
2014,（新课标ⅰ）,"2. (5 分 $) \frac{(1+i)^{3}}{(1-i)^{2}}=(\quad)$
A. $1+i$
B. $1-\mathrm{i}$
C. $-1+i$
D. $-1-i$
",['D'],"解: $\frac{(1+i)^{3}}{(1-i)^{2}}=\frac{2 i(1+i)}{-2 i}=-\quad(1+i)=-1-i$, 故选：D.
",38,5,2. (5 points$) \frac{(1+i)^{3}}{(1-i)^{2}}=(\quad)$A.$1+i$B.$1-\mathrm{i}$C.$-1+i$D.$-1-i$,"solution:$\frac{(1+i)^{3}}{(1-i)^{2}}=\frac{2 i(1+i)}{-2 i}=-\quad(1+i)=-1-i$, so answer is: D.",94.74,120.25
2014,（新课标ⅰ）,"3. （5 分) 设函数 $f(x), g(x)$ 的定义域都为 $R$, 且 $f(x)$ 是奇函数, $g(x)$ 是偶函数，则下列结论正确的是（ ）
A. $f(x) \bullet g(x)$ 是偶函数
B. $|f(x)| \bullet g(x)$ 是奇函数
C. $f(x) \bullet|g(x)|$ 是奇函数
D. $|f(x) \cdot g(x)|$ 是奇函数
",['C'],"解: $\because \mathrm{f}(\mathrm{x})$ 是奇函数, $\mathrm{g}(\mathrm{x})$ 是偶函数,

$\therefore f(-\mathrm{x})=-\mathrm{f}(\mathrm{x}), g(-\mathrm{x})=\mathrm{g}(\mathrm{x})$,

$f(-x) \cdot g(-x)=-f(x) \cdot g(x)$, 故函数是奇函数, 故 $A$ 错误,

$|f(-x)| \cdot g(-x)=|f(x)| \cdot g(x)$ 为偶函数, 故 B 错误,

$f(-x) \cdot \lg (-x)|=-f(x) \cdot| g(x) \mid$ 是奇函数, 故 C 正确.

$|f(-x) \cdot g(-x)|=|f(x) \cdot g(x)|$ 为偶函数, 故 $D$ 错误,

故选：C.
",39,5,"3. (5 points) Set the function$f(x), g(x)$The definition domains are$R$, and$f(x)$It's an odd function,$g(x)$It is an even function, then the following conclusion is correct ( )
A.$f(x) \bullet g(x)$It's an even function
B.$|f(x)| \bullet g(x)$It's an odd function
C.$f(x) \bullet|g(x)|$It's an odd function
D.$|f(x) \cdot g(x)|$It's an odd function","solution:$\because \mathrm{f}(\mathrm{x})$It's an odd function,$\mathrm{g}(\mathrm{x})$is an even function,$\therefore f(-\mathrm{x})=-\mathrm{f}(\mathrm{x}), g(-\mathrm{x})=\mathrm{g}(\mathrm{x})$,$f(-x) \cdot g(-x)=-f(x) \cdot g(x)$, So, a function is an odd function, so$A$mistake,$|f(-x)| \cdot g(-x)=|f(x)| \cdot g(x)$is an even function, so B is wrong,$f(-x) \cdot \lg (-x)|=-f(x) \cdot| g(x) \mid$It is an odd function, so C is correct.$|f(-x) \cdot g(-x)|=|f(x) \cdot g(x)|$is an even function, so$D$mistake,

So, the correct answer is: C.",150.0,134.73
2014,（新课标ⅰ）,"4. (5 分) 已知 $F$ 为双曲线 $C: x^{2}-m y^{2}=3 m(m>0)$ 的一个焦点, 则点 $F$ 到 $C$ 的一条渐近线的距离为（）
A. $\sqrt{3}$
B. 3
C. $\sqrt{3} m$
D. $3 m$
",['A'],"解：双曲线 $c: x^{2}-m y^{2}=3 m(m>0)$ 可化为 $\frac{x^{2}}{3 m}-\frac{y^{2}}{3}=1$,

$\therefore$ 一个焦点为 $(\sqrt{3 \pi+3}, 0)$, 一条渐近线方程为 $x+\sqrt{m} y=0$,

$\therefore$ 点 $\mathrm{F}$ 到 $\mathrm{C}$ 的一条渐近线的距离为 $\frac{\sqrt{3 \pi+3}}{\sqrt{1+\mathrm{m}}}=\sqrt{3}$.

故选: $A$.
",40,5,"4. (5 points) Given$F$It is a hyperbolic$C: x^{2}-m y^{2}=3 m(m>0)$a focus, then point$F$arrive$C$The distance of an asymptomatic line is ()
A.$\sqrt{3}$B. 3
C.$\sqrt{3} m$D.$3 m$","Solution: Hyperbolic$c: x^{2}-m y^{2}=3 m(m>0)$Can be transformed into$\frac{x^{2}}{3 m}-\frac{y^{2}}{3}=1$,$\therefore$A focus is$(\sqrt{3 \pi+3}, 0)$, an asymptomatic equation is$x+\sqrt{m} y=0$,$\therefore$point$\mathrm{F}$arrive$\mathrm{C}$The distance of an asymptomatic line is$\frac{\sqrt{3 \pi+3}}{\sqrt{1+\mathrm{m}}}=\sqrt{3}$.

So, the correct answer is:$A$.",142.06,138.2
2014,（新课标ⅰ）,"5. （5 分） 4 位同学各自在周六、周日两天中任选一天参加公益活动, 则周六、 周日都有同学参加公益活动的概率为（）
A. $\frac{1}{8}$
B. $\frac{3}{8}$
C. $\frac{5}{8}$
D. $\frac{7}{8}$
",['D'],"解：4 位同学各自在周六、周日两天中任选一天参加公益活动, 共有 $2^{4}=16$ 种情况,

周六、周日都有同学参加公益活动, 共有 $2^{4}-2=16-2=14$ 种情况,

$\therefore$ 所求概率为 $\frac{14}{16}=\frac{7}{8}$.

故选: D.
",41,5,"5. (5 points) 4 students choose one day of Saturday and Sunday to participate in charity activities. The probability that students will participate in charity activities on Saturday and Sunday is ()
A.$\frac{1}{8}$B.$\frac{3}{8}$C.$\frac{5}{8}$D.$\frac{7}{8}$","Answer: The 4 students each chose one day of Saturday and Sunday to participate in the charity activities.$2^{4}=16$In this case,

All students participate in charity activities on Saturdays and Sundays, and there are a total of$2^{4}-2=16-2=14$In this case,$\therefore$The probability sought is$\frac{14}{16}=\frac{7}{8}$.

So, the correct answer is: D.",150.0,150.0
2014,（新课标ⅰ）,"8. （5 分) 设 $\alpha \in\left(0, \frac{\pi}{2}\right), \beta \in\left(0, \frac{\pi}{2}\right)$, 且 $\tan \alpha=\frac{1+\sin \beta}{\cos \beta}$, 则（）
A. $3 \alpha-\beta=\frac{\pi}{2}$
B. $3 \alpha+\beta=\frac{\pi}{2}$
C. $2 \alpha-\beta=\frac{\pi}{2}$
D. $2 \alpha+\beta=\frac{\pi}{2}$
",['C'],"解：由 $\tan \alpha=\frac{1+\sin \beta}{\cos \beta}$, 得:

$\frac{\sin \alpha}{\cos \alpha}=\frac{1+\sin \beta}{\cos \beta}$

即 $\sin \alpha \cos \beta=\cos \alpha \sin \beta+\cos \alpha$ ，

$\sin (\alpha-\beta)=\cos \alpha=\sin \left(\frac{\pi}{2}-\alpha\right)$,

$\because \alpha \in\left(0, \frac{\pi}{2}\right), \beta \in\left(0, \frac{\pi}{2}\right)$,

$\therefore$ 当 $2 \alpha-\beta=\frac{\pi}{2}$ 时, $\sin (\alpha-\beta)=\sin \left(\frac{\pi}{2}-\alpha\right)=\cos \alpha$ 成立.

故选: C.
",42,5,"8. (5 points) Set$\alpha \in\left(0, \frac{\pi}{2}\right), \beta \in\left(0, \frac{\pi}{2}\right)$, and$\tan \alpha=\frac{1+\sin \beta}{\cos \beta}$, but()
A.$3 \alpha-\beta=\frac{\pi}{2}$B.$3 \alpha+\beta=\frac{\pi}{2}$C.$2 \alpha-\beta=\frac{\pi}{2}$D.$2 \alpha+\beta=\frac{\pi}{2}$","Solution: By$\tan \alpha=\frac{1+\sin \beta}{\cos \beta}$, have to:$\frac{\sin \alpha}{\cos \alpha}=\frac{1+\sin \beta}{\cos \beta}$So $\sin \alpha \cos \beta=\cos \alpha \sin \beta+\cos \alpha$，$\sin (\alpha-\beta)=\cos \alpha=\sin \left(\frac{\pi}{2}-\alpha\right)$,$\because \alpha \in\left(0, \frac{\pi}{2}\right), \beta \in\left(0, \frac{\pi}{2}\right)$,$\therefore$when$2 \alpha-\beta=\frac{\pi}{2}$hour,$\sin (\alpha-\beta)=\sin \left(\frac{\pi}{2}-\alpha\right)=\cos \alpha$Established.

So, the correct answer is: C.",100.35,107.36
2014,（新课标ⅰ）,"10. (5 分) 已知抛物线 $C: y^{2}=8 x$ 的焦点为 $F$, 准线为 $I, P$ 是 $I$ 上一点, $Q$ 是直 线 $P F$ 与 $C$ 的一个交点, 若 $\overrightarrow{F P}=4 \overrightarrow{F Q}$, 则 $|Q F|=(\quad)$
A. $\frac{7}{2}$
B. 3
C. $\frac{5}{2}$
D. 2
",['B'],"解：设 $Q$ 到 $I$ 的距离为 $d$, 则 $|Q F|=d$,

$\because \overrightarrow{\mathrm{FP}}=4 \overrightarrow{\mathrm{F} 0}$

$\therefore|P Q|=3 d$

$\therefore$ 不妨设直线 $P F$ 的斜率为 $-\frac{2 \sqrt{2} \mathrm{~d}}{\mathrm{~d}}=-2 \sqrt{2}$,

$\because F(2,0)$,

$\therefore$ 直线 $P F$ 的方程为 $y=-2 \sqrt{2}(x-2)$,

与 $y^{2}=8 x$ 联立可得 $x=1$,

$\therefore|Q F|=d=1+2=3$,

故选：B.
",43,5,"10. (5 points) Given parabola$C: y^{2}=8 x$The focus is$F$, the standard line is$I, P$is$I$Up a little,$Q$It's straight$P F$and$C$an intersection point, if$\overrightarrow{F P}=4 \overrightarrow{F Q}$, then $|Q F|=(\quad)$A.$\frac{7}{2}$B. 3
C.$\frac{5}{2}$D. 2","Solution: Assuming$Q$arrive$I$The distance is$d$, then $|Q F|=d$,$\because \overrightarrow{\mathrm{FP}}=4 \overrightarrow{\mathrm{F} 0}$$\therefore|P Q|=3 d$$\therefore$Set a straight line$P F$The slope of$-\frac{2 \sqrt{2} \mathrm{~d}}{\mathrm{~d}}=-2 \sqrt{2}$,$\because F(2,0)$,$\therefore$straight line$P F$The equation of$y=-2 \sqrt{2}(x-2)$,

and$y^{2}=8 x$Joint can be obtained$x=1$,$\therefore|Q F|=d=1+2=3$,

So, the correct answer is: B.",129.21,125.92
2014,（新课标ⅰ）,"11. （5 分) 已知函数 $f(x)=a x^{3}-3 x^{2}+1$, 若 $f(x)$ 存在唯一的零点 $x_{0}$, 且 $x_{0}>$ 0 , 则实数 a 的取值范围是（ $)$
A. $(1,+\infty)$
B. $(2,+\infty)$
C. $(-\infty,-1)$
D. $(-\infty,-2)$
",['D'],"解: $\because f(x)=a x^{3}-3 x^{2}+1$,

$\therefore f^{\prime}(x)=3 a x^{2}-6 x=3 x(a x-2), f(0)=1$;

(1)当 $a=0$ 时, $f(x)=-3 x^{2}+1$ 有两个零点, 不成立; (2)当 $a>0$ 时, $f(x)=a x^{3}-3 x^{2}+1$ 在 $(-\infty, 0)$ 上有零点, 故不成立;

(3)当 $a<0$ 时, $f(x)=a x^{3}-3 x^{2}+1$ 在 $(0,+\infty)$ 上有且只有一个零点;

故 $f(x)=a x^{3}-3 x^{2}+1$ 在 $(-\infty, 0)$ 上没有零点;

而当 $x=\frac{2}{a}$ 时, $f(x)=a x^{3}-3 x^{2}+1$ 在 $(-\infty, 0)$ 上取得最小值;

故 $f\left(\frac{2}{a}\right)=\frac{8}{a^{2}}-3 \cdot \frac{4}{a^{2}}+1>0$;

故 $a<-2$;

综上所述，

实数 $\mathrm{a}$ 的取值范围是 $(-\infty,-2)$;

故选: D.
",44,5,"11. (5 points) Given functions$f(x)=a x^{3}-3 x^{2}+1$, like$f(x)$There is a unique zero point$x_{0}$, and$x_{0}>$0, then the value range of the real number a is ($)$A.$(1,+\infty)$B.$(2,+\infty)$C.$(-\infty,-1)$D.$(-\infty,-2)$","solution:$\because f(x)=a x^{3}-3 x^{2}+1$,$\therefore f^{\prime}(x)=3 a x^{2}-6 x=3 x(a x-2), f(0)=1$;

(1)$a=0$hour,$f(x)=-3 x^{2}+1$There are two zero points, which is not true; (2)$a>0$hour,$f(x)=a x^{3}-3 x^{2}+1$exist$(-\infty, 0)$There is a zero point on it, so it is not established;

(3)$a<0$hour,$f(x)=a x^{3}-3 x^{2}+1$exist$(0,+\infty)$There is and only one zero point;

So$f(x)=a x^{3}-3 x^{2}+1$exist$(-\infty, 0)$There is no zero point on it;

And when$x=\frac{2}{a}$hour,$f(x)=a x^{3}-3 x^{2}+1$exist$(-\infty, 0)$Get the minimum value on;

So$f\left(\frac{2}{a}\right)=\frac{8}{a^{2}}-3 \cdot \frac{4}{a^{2}}+1>0$;

So$a<-2$;

In summary,

Real numbers$\mathrm{a}$The value range is$(-\infty,-2)$;

So, the correct answer is: D.",134.12,136.2
2014,（新课标ⅱ）,"1. （5 分）设集合 $M=\{0,1,2\}, N=\left\{x \mid x^{2}-3 x+2 \leqslant 0\right\}$, 则 $M \cap N=(\quad)$
A. $\{1\}$
B. $\{2\}$
C. $\{0,1\}$
D. $\{1,2\}$
",['D'],"解: $\left.\because N=\left\{x \mid x^{2}-3 x+2 \leqslant 0\right\}=\{x \mid （ x-1) \quad(x-2) \leqslant 0\right\}=\{x \mid 1 \leqslant x \leqslant 2\}$,

$\therefore M \cap N=\{1,2\}$,

故选: D.
",45,5,"1. (5 points) Set a collection$M=\{0,1,2\}, N=\left\{x \mid x^{2}-3 x+2 \leqslant 0\right\}$, then $M \cap N=(\quad)$A.$\{1\}$B.$\{2\}$C.$\{0,1\}$D.$\{1,2\}$","solution:$\left.\because N=\left\{x \mid x^{2}-3 x+2 \leqslant 0\right\}=\{x \mid （ x-1) \quad(x-2) \leqslant 0\right\}=\{x \mid 1 \leqslant x \leqslant 2\}$,$\therefore M \cap N=\{1,2\}$,

So, the correct answer is: D.",108.28,113.47
2014,（新课标ⅱ）,"2. (5 分) 设复数 $z_{1}, z_{2}$ 在复平面内的对应点关于虚轴对称, $z_{1}=2+i$, 则 $z_{1} z_{2}=$
A. -5
B. 5
C. $-4+i$
D. $-4-i$
",['A'],"解： $z_{1}=2+i$ 对应的点的坐标为 $(2,1)$,

$\because$ 复数 $z_{1}, z_{2}$ 在复平面内的对应点关于虚轴对称,

$\therefore(2,1)$ 关于虚轴对称的点的坐标为 $(-2,1)$,

则对应的复数, $z_{2}=-2+i$, 则 $z_{1} z_{2}=(2+i)(-2+i)=i^{2}-4=-1-4=-5$,

故选: A.
",46,5,"2. (5 points) Set plural$z_{1}, z_{2}$The corresponding points in the complex plane are symmetric about the virtual axis,$z_{1}=2+i$, then $z_{1} z_{2}=$A. -5
B. 5
C.$-4+i$D.$-4-i$","solution:$z_{1}=2+i$The coordinates of the corresponding points are$(2,1)$,$\because$plural$z_{1}, z_{2}$The corresponding points in the complex plane are symmetric about the virtual axis,$\therefore(2,1)$Regarding the coordinates of points with virtual axis symmetry,$(-2,1)$,

The corresponding plural number,$z_{2}=-2+i$, then $z_{1} z_{2}=(2+i)(-2+i)=i^{2}-4=-1-4=-5$,

So, the correct answer is: A.",150.0,150.0
2014,（新课标ⅱ）,"3. (5 分) 设向量 $\vec{a}, \vec{b}$ 满足 $|\vec{a}+\vec{b}|=\sqrt{10},|\vec{a}-\vec{b}|=\sqrt{6}$, 则 $\vec{a} \bullet \vec{b}=(\quad)$
A. 1
B. 2
C. 3
D. 5
",['A'],"解: $\because|\vec{a}+\vec{b}|=\sqrt{10},|\vec{a}-\vec{b}|=\sqrt{6}$,

$\therefore$ 分别平方得 $\vec{a}^{2}+2 \vec{a} \bullet \vec{b}+\vec{b}^{2}=10, \vec{a}^{2}-2 \vec{a} \bullet \vec{b}+\vec{b}^{2}=6$,

两式相减得 $4 \vec{a} \bullet \vec{b}=10-6=4$,

即 $\vec{a} \cdot \vec{b}=1$,

故选: A.
",47,5,"3. (5 points) Set vector$\vec{a}, \vec{b}$satisfy$|\vec{a}+\vec{b}|=\sqrt{10},|\vec{a}-\vec{b}|=\sqrt{6}$, then $\vec{a} \bullet \vec{b}=(\quad)$A. 1
B. 2
C. 3
D. 5","solution:$\because|\vec{a}+\vec{b}|=\sqrt{10},|\vec{a}-\vec{b}|=\sqrt{6}$,$\therefore$Square$\vec{a}^{2}+2 \vec{a} \bullet \vec{b}+\vec{b}^{2}=10, \vec{a}^{2}-2 \vec{a} \bullet \vec{b}+\vec{b}^{2}=6$,

The subtraction of the two formulas$4 \vec{a} \bullet \vec{b}=10-6=4$,

So $\vec{a} \cdot \vec{b}=1$,

So, the correct answer is: A.",110.07,119.71
2014,（新课标ⅱ）,"4. (5 分) 钝角三角形 $A B C$ 的面积是 $\frac{1}{2}, A B=1, B C=\sqrt{2}$, 则 $A C=(\quad)$
A. 5
B. $\sqrt{5}$
C. 2
D. 1
",['B'],"解: $\because$ 针角三角形 $A B C$ 的面积是 $\frac{1}{2}, A B=c=1, B C=a=\sqrt{2}$, $\therefore S=\frac{1}{2} \operatorname{acsin} B=\frac{1}{2}$, 即 $\sin B=\frac{\sqrt{2}}{2}$,

当 $B$ 为针角时, $\cos B=-\sqrt{1-\sin ^{2} B}=-\frac{\sqrt{2}}{2}$,

利用余弦定理得: $A C^{2}=A B^{2}+B C^{2}-2 A B \cdot B C \cdot \cos B=1+2+2=5$, 即 $A C=\sqrt{5}$,

当 $B$ 为锐角时, $\cos B=\sqrt{1-\sin ^{2} B}=\frac{\sqrt{2}}{2}$,

利用余弦定理得: $A C^{2}=A B^{2}+B C^{2}-2 A B \cdot B C \cdot \cos B=1+2-2=1$, 即 $A C=1$,

此时 $A B^{2}+A C^{2}=B C^{2}$, 即 $\triangle A B C$ 为直角三角形, 不合题意, 舍去,

则 $A C=\sqrt{5}$.

故选: B.
",48,5,"4. (5 points) Obtuse triangle$A B C$The area is$\frac{1}{2}, A B=1, B C=\sqrt{2}$, then $A C=(\quad)$A. 5
B.$\sqrt{5}$C. 2
D. 1","solution:$\because$Needle triangle$A B C$The area is$\frac{1}{2}, A B=c=1, B C=a=\sqrt{2}$,$\therefore S=\frac{1}{2} \operatorname{acsin} B=\frac{1}{2}$, So $\sin B=\frac{\sqrt{2}}{2}$,

when$B$When it is the needle angle,$\cos B=-\sqrt{1-\sin ^{2} B}=-\frac{\sqrt{2}}{2}$,

Using the cosine theorem, we get:$A C^{2}=A B^{2}+B C^{2}-2 A B \cdot B C \cdot \cos B=1+2+2=5$, So $A C=\sqrt{5}$,

when$B$When it is an acute angle,$\cos B=\sqrt{1-\sin ^{2} B}=\frac{\sqrt{2}}{2}$,

Using the cosine theorem, we get:$A C^{2}=A B^{2}+B C^{2}-2 A B \cdot B C \cdot \cos B=1+2-2=1$, So $A C=1$,

at this time$A B^{2}+A C^{2}=B C^{2}$, So $\triangle A B C$It is a right triangle, which does not match the question, give up,

then $A C=\sqrt{5}$.

So, the correct answer is: B.",116.51,134.68
2014,（新课标ⅱ）,"5.（5 分）某地区空气质量监测资料表明,一天的空气质量为优良的概率是 0.75 , 连续两天为优良的概率是 0.6 , 已知某天的空气质量为优良, 则随后一天的 空气质量为优良的概率是（ $)$
A. 0.8
B. 0.75
C. 0.6
D. 0.45
",['A'],"解：设随后一天的空气质量为优良的概率为 $p$, 则由题意可得 $0.75 \times$ $p=0.6$,

解得 $p=0.8$,

故选: A.
",49,5,"5. (5 points) The air quality monitoring data in a certain area shows that the probability of good air quality in one day is 0.75, the probability of good air quality in two consecutive days is 0.6, and it is known that the air quality in one day is excellent, then the probability of good air quality in the next day is ($)$A. 0.8
B. 0.75
C. 0.6
D. 0.45","Solution: Suppose the probability that the air quality in the next day is$p$, then you can get it from the question$0.75 \times$$p=0.6$,

I'll understand$p=0.8$,

So, the correct answer is: A.",150.0,150.0
2014,（新课标ⅱ）,"8. (5 分) 设曲线 $y=a x-\ln (x+1)$ 在点 $(0,0)$ 处的切线方程为 $y=2 x$, 则 $a=($
A. 0
B. 1
C. 2
D. 3
",['D'],"解: $y^{\prime}=a \frac{1}{x+1}$,

$\therefore y^{\prime}(0)=a-1=2$

$\therefore a=3$.

故选: D.
",50,5,"8. (5 points) Set the curve$y=a x-\ln (x+1)$At the point $(0,0)$The tangent equation at$y=2 x$, then $a=($A. 0
B. 1
C. 2
D. 3","solution:$y^{\prime}=a \frac{1}{x+1}$,$\therefore y^{\prime}(0)=a-1=2$$\therefore a=3$.

So, the correct answer is: D.",143.68,125.53
